function,module,description,startLine,endBoundaryLine,bodyBoundarySha256,callOccurrences,if,else,switch,case,for,while,catch,return,throw,ternaryTokensApprox,calls
gmDeviceId,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",96,99,5ebb31838ede0c29c29ad2ff246a6ef34ef01f1103df66772efa26f0db51cdbd,0,0,0,0,0,0,0,0,0,0,0,
createSportsComplexV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",100,106,df5b186d40141c680fe4fa839d4be79bdc6dd1efcf555b9f18da1b3ff8da84a0,2,1,0,0,0,0,0,0,1,0,0,worldLayoutPoint
updateVehicleDebrisV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",107,112,a6179b7e3edcf2393bb0a5ed8e46c77d01cd0501e48988d24e01c86e19b9139a,1,5,0,0,0,1,0,0,0,0,2,disposeDetachedVisual
applyVehicleImpactDamageV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",113,125,c0e452e96c6805668402fa7a9ce2be10dfdde012016f76d0a47d31cbf795daaa,17,7,2,0,0,0,0,0,3,0,9,currentVehicleRef | openBrokenVehicleOptionsV704 | premiumBox | renderMat | saveState | setVehicleDurabilityV704 | spawnVehicleDebrisV704 | stopEngineSound | toast | vehicleBrokenV704 | vehicleDurabilityV704 | vibrate
gmGrantSummary,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",126,136,88c0ee6d803d84507f6c7403fafb766a2a641e76b5ccdec0487e99d8585bbcbe,0,2,0,0,0,1,0,0,2,0,0,
nearestRepairableVehicleV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",137,138,ebee30d71e0fd01f0f4b72fde7fca7e122bbc6a669f379b248c88fb6e9455bef,0,2,0,0,0,2,0,0,1,0,12,
v702TextureMaterial,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",139,142,d1f64d679c3ba34dbc786fd1aae8bd7710dc81ff54a85aef9f904fa2d7af7dfc,0,0,0,0,0,1,0,0,0,0,1,
repairVehicleV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",143,155,e81b72818bcedfa737c936bd79e78973b1592a78a77ad31e571f1cdd96211d87,7,5,0,0,0,0,0,3,8,0,17,ensureVehicleDamageStateV704 | loadWorldTexture | toast | vehicleDurabilityV704
gmNormalizeIncomingGrant,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",156,168,f4b4fe1035aac4ded96fa3398f3fa0c16cfe268cd483f840cacd3a5f45317dfe,5,2,0,0,0,1,0,0,2,0,0,addCoins | saveState | setVehicleDurabilityV704 | toast | updateHUD
createV702GroundRecovery,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",169,172,936d634b9128e275ac7ce54782f9fe345c8bb3716efc63ce73d78ce566a49932,0,0,0,0,0,0,0,0,0,0,0,
towVehicleToWorkshopV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",173,190,6db64c35d7fd321a1b43bad0275b5750e257023ca81dd6465655a4a0e529aa85,17,5,0,0,0,0,0,3,12,0,7,addCoins | exitVehicle | groundHeightAt | nearestRepairableVehicleV704 | persistParkedVehicle | premiumBox | saveState | toast | v702TextureMaterial | v704FieldLine | worldLayoutPoint
openBrokenVehicleOptionsV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",191,191,f902dcc89c6655450af19cc21bb475bad52b46b09eec467ca9777866a122dcbf,7,2,0,0,0,0,0,0,0,0,1,closeModal | escapeHtml | openModal | repairVehicleV704 | towVehicleToWorkshopV704 | vehicleDurabilityV704
gmWaitForStableAccountState,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",192,204,6d7c071028aba0d8c84271d0f0c1fa34cb3f79476c311c298bdc8f98a1c2fc6c,7,4,0,0,0,1,0,0,6,0,1,openBrokenVehicleOptionsV704 | renderMat | v704CreateGoal | v704FieldLine | vehicleBrokenV704
terrainVertexColor,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",205,210,0b4fb06cc42a9c7d012a1cd5e802ad070936d76439d311e96ad59dcd2ecf6b8f,0,1,0,0,0,0,0,0,2,0,2,
createMountainTerrain,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",211,256,adc96b36df3a78ca5b455e111a69ebf8c18d52fbca99df36f7dd42a7183a2512,33,7,0,0,0,5,0,1,5,0,13,applyVehicleImpactDamageV704 | createCourtV704 | createLamp | createSignpost | createTree | currentVehicleRef | ensureGMState | gmDeviceId | gmNormalizeIncomingGrant | gmWaitForStableAccountState | openFootballV704 | openRaceCenter | premiumBox | professionalTerrainHeightAt | qualityTier | registerInteractable | signTexture | terrainVertexColor | updateMobilityControlLabels | updateVehicleDebrisV704 | v702TextureMaterial | vehicleBrokenV704 | vehicleDurabilityV704 | vehiclePerformanceV704 | worldLayoutPoint
createVehicleRepairStationV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",257,270,6d1ceac04cd97e4e79c09d62d690a6e4f3d657cf0ec43d53661e9d936b1ece71,6,6,1,0,0,0,0,0,7,0,11,nearestRepairableVehicleV704 | openBrokenVehicleOptionsV704 | openWorldModularGarage | registerInteractable | vehicleDurabilityV704 | worldLayoutPoint
createDesertBiome,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",271,273,58784e24e61a1744cb108c6b878e7cf0be5f30babb4292238d017650011c6e5f,0,0,0,0,0,0,0,0,0,0,0,
createCourtV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",274,304,2a1ec5e91f13bac2c2f8b6f9c841106315150edadd1c7d10c6b1e5ce3c7013f7,18,2,0,0,0,3,0,0,1,0,5,createSignpost | premiumBox | registerInteractable | startCourtV704 | v702TextureMaterial | v704FieldLine | vehicleBrokenV704 | vehicleDurabilityV704 | vehicleIdV704
createLakeDepthLayers,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",305,312,2dd3572cc898f5a87690f1a2b5b6ce10a5f7a0ffe0b7bfceb2638547c2c326f9,1,1,0,0,0,0,0,1,1,0,1,commitState
openFootballV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",313,332,bbe5daee1f9e6501ca97d568af72181782c77173a0337c701f111a6ddcce39ba,9,2,0,0,0,1,0,3,0,0,6,accountLinked | cloudProgressPayload | openModal | startFootballV704 | syncGameAccount | v702TextureMaterial
resetFootballBallV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",333,337,407cbae4f6ae1fa104193007643cf8e362223e4cf8f7bb84783f762129e9c80d,3,2,0,0,0,0,0,0,1,0,0,evaluateMissions | updateHUD | updateLobbyStats
startFootballV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",338,359,25b1f899ed2edce3bb8c2820e2457fc9afb9fd36d41cc3cef442b6058123bb3e,12,1,1,0,0,2,0,0,2,0,2,closeModal | gmGrantSummary | premiumBox | stopSportV704 | toast | v704CreateSimpleAthlete | v704SetRaceHud | v704SportBall | v704SportGroundY
farmPlotRecord,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",360,362,795e7f7f27020ddaac792e14e38a98ecb8e11d362c03fb1818c1c473f8a5c780,0,0,0,0,0,0,0,0,1,0,0,
footballKickV704,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",363,364,ee047a27c3bc05f006ff15655d8b9395eb2fdedeb1fc451dbd089ee05d3f6f5f,1,2,0,0,0,0,0,0,3,0,0,toast
cropStage,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",365,367,3cf13ff5901b2faf002ed922b992413cc1413ec88f4e5b2e83474961b92a48c3,0,1,0,0,0,0,0,0,2,0,1,
updateFootballV704,,,368,368,9831da59c3341d6a281a73bb22ebac9a8c1f2c1dd21ed155891bccd2202586b3,0,0,0,0,0,0,0,0,0,0,0,
queueGMGrant,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",369,369,7f62593187c6e14f320b1d84ade644f0ae695240145a16a270df688e81946768,0,0,0,0,0,0,0,2,2,0,0,
updateFarmPlotVisual,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",370,374,3524b0d6dfba9ac3beedb41623c61bc765fc4a7daca6fa1b9d831b3fc6bb16be,3,2,0,0,0,0,0,0,1,0,5,cropStage | farmPlotRecord | queueGMGrant
useFarmPlot,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",375,383,1545de3fbfa9edbd55597428cf3e0e80585027140d0236652cfe0a004910a9d2,7,3,0,0,0,0,0,0,2,0,1,addXP | ensureWorldEvolutionState | farmPlotRecord | playToolAnimation | toast
gmStatus,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",384,394,5124d2a6e487ae00d6da2b56c8461bc3875de43caebff1c99b2d2bafb01844a8,8,3,2,0,0,0,0,0,2,0,4,addCoins | addXP | cropStage | saveState | toast | updateFarmPlotVisual | updateHUD
createFarmingSystem,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",395,398,4b2a4d7ac49e27975126373bf27ae6cc4e6b3f4f370acd5bf5b5576060590ffa,0,0,0,0,0,0,0,0,0,0,0,
gmSetBusy,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",399,403,4c200c3c2c43e50505fed2df3bce8b283800063a86bc6b12d3975cad985acce0,2,3,0,0,0,0,0,0,2,0,3,v702TextureMaterial
gmUserName,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",404,408,2a34fdb5739c4b46160947dd4e856208905a86073aa06deb64fe2722fb404c8b,1,0,0,0,0,2,0,0,1,0,1,worldLayoutPoint
gmItemMeta,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",409,413,363207934ad76e4aa6022fbbc486aac1cffcac1f360a36d95592b6711f7284aa,5,0,0,0,0,2,0,0,1,0,1,premiumBox | registerInteractable | updateFarmPlotVisual | useFarmPlot
gmInventoryKeys,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",414,418,cead52e9af5d9d329989b938388c53c2a023a70ce48e6019fa36f2ad8035f9cb,5,2,1,0,0,0,0,0,2,0,0,createSignpost | gmItemMeta | resetFootballBallV704 | toast
gmFormatDate,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",419,423,f3f0f0bfea11dfa58f260544fa5a1e84dbe54a3b30a689d8debdf4d873b6245f,2,2,1,0,0,0,0,0,1,0,1,resetFootballBallV704 | toast
gmRenderUserList,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",424,424,3591c11cf305a8985137a2f05cad18cf6763ae57fa8b6235b638e460865630f9,0,0,0,0,0,0,0,0,0,0,0,
useDigSite,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",425,429,5e28e6df4d6aeed68ce39d650c1a275be87c5fc4a287c3e34145d2f8eee9a517,8,5,0,0,0,0,0,0,3,0,7,addXP | ensureWorldEvolutionState | playToolAnimation | saveState | toast | updateHUD
createDigSites,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",430,447,e2bc67cc5c8794acfd3b6cdde9da1ba87a559dadb2e610c3bae6bfd935a4b1fd,14,3,0,0,0,1,0,0,2,0,13,addCoins | addXP | gmUserName | groundHeightAt | registerInteractable | stopSportV704 | toast | useDigSite | v702TextureMaterial | v704PublishSport | v704SetRaceHud | v704UpdateScoreboard | worldLayoutPoint
v704UpdateScoreboard,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",448,452,57972ce7693738c38f52264a6a72307ab2b8bff1037c2b6c40bd85cf4f4080bf,1,2,0,0,0,0,0,0,1,0,6,signTexture
startCourtV704,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",453,454,46aef9629ad4d7250a15b397a6ad8e15b059261359157efc53df5f7695808ba3,0,0,0,0,0,0,0,0,0,0,0,
decorateThemedCitizen,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",455,458,214828143971d75c42d63bc7aa8e2ca92f38dd948aafa056153d50efd13c4514,6,1,0,0,0,0,0,0,1,0,2,stopSportV704 | toast | v704CreateSimpleAthlete | v704SetRaceHud | v704SportBall | v704SportGroundY
gmGrantHistoryMarkup,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",459,467,a72df179e30e145e2914b472561fb6860379559988530e6763e1163dba1b76ad,6,2,0,0,0,1,0,0,0,0,2,premiumBox
courtHitV704,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",468,472,3eaeb883722786b7fa85712f02cb34284784fbecc02342b4f55e8df8d1aabd9f,4,5,0,0,0,0,0,0,5,0,2,avatarV3Sphere | premiumBox | worldAvatarMaterial
resetCourtServeV704,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",473,477,3a53004f51295cce074f61177a8d7b8baaaa086ff4ef236b30c337ebcf1b3ebc,5,3,0,0,0,1,0,0,2,0,4,avatarV3Sphere | gmFormatDate | gmGrantSummary | premiumBox | worldAvatarMaterial
courtPointV704,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",478,482,93674574cd03fb3b28c8e867bd5da7da0e4befd0e51d382a3bd2ffbc821a9cc0,7,3,0,0,0,0,0,0,1,0,6,addCoins | addXP | premiumBox | resetCourtServeV704 | stopSportV704 | toast
updateCourtV704,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",483,483,efac3619f093395f427392cab7d5844725d075381581ccef2d1171fc17f9125f,0,0,0,0,0,0,0,0,0,0,0,
gmRenderSelected,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",484,494,5465ec3d83bb27ee9c09bbaf6e9e7de6cd717574aa12424ee0fb13243a6a5afc,1,4,0,0,0,0,0,0,5,0,2,v704SetRaceHud
createThemedCitizens,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",495,514,380b9603dc7244a7e333d9a61d119f794e02bf99303b0921681c965fb4ab6542,6,3,0,0,0,1,0,0,3,0,11,createNPC | decorateThemedCitizen | gmGrantHistoryMarkup | gmInventoryKeys | gmItemMeta | gmUserName
createCameraPitchButtons,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",515,539,47175760236903c0a0e0bf0af82d163c06daed05afc992b0578e142b29885cb9,13,9,0,0,0,0,0,1,7,0,15,courtPointV704 | gmRenderSelected | gmRenderUserList | gmStatus | saveState | stopSportV704 | toast | v704PublishSport | v704SetRaceHud
initializeWorldEvolution,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",540,542,8b88a0c99cdbcbcfa81646f041b777cd5e2ff63f4cc844c17585c1c75e2344eb,0,0,0,0,0,0,0,0,0,0,0,
createKartVehicleV704,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",543,554,4e81d7bf5fd1fa210b2dc07229ed49737ac07847e5e8320b94eb378df14b47fd,15,2,0,0,0,0,0,1,3,0,8,createCameraPitchButtons | createDesertBiome | createDigSites | createFarmingSystem | createLakeDepthLayers | createMountainTerrain | createThemedCitizens | createV702GroundRecovery | ensureWorldEvolutionState | gmSetBusy | gmStatus | renderMat | v704RuntimeWorldAudit
updateWorldEvolution,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",555,582,4c9ecc18b37ccdc4ff7e23d63d4ee38bdb564eb8cc7fb9b15f82f882641eb2d3,16,8,1,0,0,3,0,2,3,1,10,box | cylinder | enterVehicle | gmRenderSelected | gmRenderUserList | gmSetBusy | gmStatus | initializeWorldEvolution | registerInteractable | toast | updateFarmPlotVisual
createKartCircuitV704,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",583,586,1fd5bbad9bb425674a8be02f7dde5313ceae7888db450a32d8abd49c6f2e0149,3,0,0,0,0,0,0,1,0,0,1,createCameraPitchButtons | ensureWorldEvolutionState
worldLayoutPoint,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",587,591,310e88e238c0b6fddd6497d307d8ab3cbe73852e98f0c3f4e8ce14b6bb5894d9,4,2,0,0,0,0,0,0,2,0,1,ensureWorldEvolutionState | renderMat
worldLayoutRect,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",592,596,3036ead1a059ab850e6b0f6113c8c6f6d3f2717b4e7b3850391803f9dc54d933,1,2,0,0,0,0,0,0,1,0,3,premiumBox
worldLayoutStructure,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",597,600,7aaef0d1a4720057b2ea669e0ad1df0df0737c3f1be4a3789515a93f9b2137ee,2,2,0,0,0,2,0,0,3,0,6,gmStatus | worldLayoutPoint
v704RectOverlap,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",601,604,8f6ad657f4b3cec9ea25f2eeed6f2393960488e06dc190bc9f8a9afb3d2cf1fa,1,0,0,0,0,0,0,0,1,0,1,gmGrantSummary
v704PointInRect,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",605,608,697ae8c225c4db634a44b0f41caf047a5872785dc9504b16123d1dd846212edf,3,1,0,0,0,1,0,0,2,0,2,gmUserName | premiumBox
v704RoadFootprint,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",609,612,6ea1b053571e88daa37775b454cd9807c370e5943a973e43ba9a70c47786e92e,3,0,0,0,0,1,0,0,1,0,4,gmSetBusy | gmStatus | premiumBox
v704RoadAt,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",613,615,e38921157a04222c74f585518d8e9537badbab7cfd9281619f7d62b64988cdc6,5,1,0,0,0,0,0,0,1,1,4,gmStatus | gmUserName | v704PointInRect | v704RoadFootprint | worldLayoutPoint
safeAvatarId,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",616,616,a6d8c2d42076c525556270f42e4ee54d2ee7b28939ac8701a48471b6d284f3ae,0,0,0,0,0,0,0,0,0,0,0,
v704ZoneAt,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",617,620,8fe4b757092a235e2e241192215ba3e5db40dcfb4c2ef417cf9963dc3b68e940,6,0,0,0,0,0,0,1,1,0,3,createKartVehicleV704 | gmStatus | v704PointInRect
v704ConstructionAt,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",621,624,0255385da57efeed2fd7c6fb86dc818c5ca54e4cdeee0c40fb3ff08d0caa7968,2,0,0,0,0,0,0,0,2,0,1,gmSetBusy | v704PointInRect
v704ProtectedRectangles,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",625,628,cd7a61c8f21c78647c2400fead5deb10bc2e4688650c1be569bde5ef8e5233c5,4,0,0,0,0,0,0,0,2,0,0,createSignpost | registerInteractable | startKartRaceV704 | worldLayoutStructure
v704ReservedAt,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",629,630,32af9eed12678fbfc38b0c4be059e37d70d43d4ea66d28601b2b5892a228973f,3,1,0,0,0,0,0,0,2,0,0,v704PointInRect | v704ProtectedRectangles | v704RoadAt
ensureGMPanel,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",631,631,bdaf4bab7e5c5baaa814c3d71aa7c4a2a436e428668a84f55c20a38047207831,0,0,0,0,0,0,0,0,0,0,0,
safeAvatarColor,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",632,632,c92c8cdc61146d0ad4e0cf71a20f563fb62946f14a59df1b122a57916080ff5e,0,0,0,0,0,0,0,0,0,0,0,
v704BuildAllowedAt,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",633,633,4198c5d3d28149eeb72b10d2f8a538e5db46d77f108a04dcf3a9dded7e93a576,2,1,0,0,0,0,0,0,2,0,0,v704RectOverlap | v704RoadFootprint
startKartRaceV704,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",634,636,ec45b2c3dbb645c16e67754259206473b32e27f6e4732f87ee1337e8ba0ff08a,0,1,0,0,0,0,0,0,1,0,2,
v704NearestConstructionSlot,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",637,640,4c3e3c02cab5d50fcd3f650b0a94d429c0adc507c123d1b91bd191241f00ac9d,3,4,0,0,0,0,0,0,6,0,4,enterVehicle | toast
v704PathRect,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",641,644,741544648209473f9a985f0a454c9b2094df491230f548ceed9b0e0f29282c63,1,0,0,0,0,0,0,0,1,0,0,currentVehicleRef
v704StaticWorldAudit,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",645,646,33daa63e122e382491f6725e064d71f32a5b5250f826b7d875264632228d214f,2,0,0,0,0,2,0,0,0,0,0,box | cylinder
closeGMPanel,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",647,647,fcf20a16975127dc667ccaeb5fac63e507479472bbc6610c54b69daa4213276c,0,1,0,0,0,0,0,0,1,0,0,
safeLegacyAvatarChoice,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",648,654,296d52d6a9951d5a8fd74a6fd6109d460610acf3850b99706d487cd59f29eb2f,6,0,0,0,0,0,0,0,0,0,0,ensureGMPanel | gmRenderSelected | toast | v704RoadFootprint | v704SetRaceHud | worldLayoutStructure
openGMAccessGate,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",655,657,d86f55047d9565401d223b8ccee65b270c907183dab1762489e85af008841323,0,1,0,0,0,1,0,0,1,0,1,
updateKartRaceV704,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",658,663,8b5adbbb8a585ffd88f9bf497bbe2b648a7000ab3c689553e243a5f8291c6655,2,2,0,0,0,1,0,0,2,0,5,openModal | v704SetRaceHud
defaultAvatarV2,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",664,675,123af85e19fadf0c09b89da34249d3fab8218488344058e7f4aece532af66a1c,4,13,0,0,0,2,0,1,3,4,5,beep | closeModal | toast | v704RectOverlap
normalizeAvatarV2,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",676,690,15feee6aaed0915d0915a09a32820b52f6141e583e4381325543875d21f18765,8,8,1,0,0,3,0,0,0,0,7,addCoins | addXP | safeLegacyAvatarChoice | toast | v704PublishSport | v704RectOverlap | v704SetRaceHud
